GeographyCode,KS101EW0001,KS101EW0002,KS101EW0003,KS101EW0004,KS101EW0005,KS101EW0006,KS101EW0007,KS101EW0008,KS101EW0009,KS101EW0010,KS101EW0011,KS101EW0012
E02000077,7823,3748,4075,7760,63,88,111.72,70.02327247,47.91000895,52.08999105,99.19468235,0.805317653
E02000078,7665,3718,3947,7665,0,76,148.78,51.51902137,48.506197,51.493803,100,0
E02000079,7865,3728,4137,7713,152,91,164.79,47.72741064,47.39987285,52.60012715,98.06738716,1.932612842
E02000080,9430,4546,4884,9430,0,117,169.16,55.74603925,48.2078473,51.7921527,100,0
E02000081,7513,3653,3860,7486,27,84,220.56,34.06329343,48.62238786,51.37761214,99.64062292,0.35937708
E02000082,8876,4338,4538,8876,0,88,149.76,59.26816239,48.87336638,51.12663362,100,0
E02000083,9771,4783,4988,9750,21,87,373.92,26.13125802,48.95097738,51.04902262,99.78507829,0.214921707
E02000084,10641,5257,5384,10635,6,156,259.36,41.02791487,49.40325157,50.59674843,99.94361432,0.056385678
E02000085,7893,3765,4128,7893,0,70,162.35,48.61718509,47.70049411,52.29950589,100,0
E02000086,7328,3584,3744,7323,5,83,148.85,49.23076923,48.90829694,51.09170306,99.93176856,0.068231441
E02000087,7579,3716,3863,7559,20,108,371.61,20.39503781,49.03021507,50.96978493,99.73611294,0.263887056
E02000088,7737,3790,3947,7737,0,93,199.88,38.70822493,48.98539486,51.01460514,100,0
E02000089,7783,3737,4046,7635,148,92,136.76,56.90991518,48.01490428,51.98509572,98.09841963,1.901580367
E02000090,8726,4021,4705,8469,257,94,180.96,48.22060124,46.08067843,53.91932157,97.05477882,2.945221178
E02000091,9682,4540,5142,9542,140,115,273.35,35.41979148,46.89113819,53.10886181,98.55401776,1.445982235
E02000092,6426,3000,3426,6407,19,48,599.18,10.72465703,46.6853408,53.3146592,99.70432617,0.295673825
E02000093,10883,5404,5479,10776,107,109,137.73,79.01691716,49.65542589,50.34457411,99.01681522,0.983184784
E02000094,8746,4388,4358,8640,106,108,116.37,75.15682736,50.17150697,49.82849303,98.78801738,1.211982621
E02000095,9921,4945,4976,9783,138,121,154.87,64.06017951,49.84376575,50.15623425,98.60901119,1.390988812
E02000096,7598,3745,3853,7535,63,163,163.55,46.45674106,49.28928665,50.71071335,99.17083443,0.82916557
E02000097,8958,4559,4399,8958,0,118,187.13,47.87046438,50.89305649,49.10694351,100,0
E02000098,7944,4040,3904,7917,27,134,183.86,43.20678777,50.85599194,49.14400806,99.66012085,0.339879154
E02000099,8707,4289,4418,8651,56,95,128.73,67.63769129,49.25921672,50.74078328,99.35683932,0.643160675
E02000100,8388,4092,4296,7718,670,170,207.85,40.35602598,48.78397711,51.21602289,92.01239866,7.987601335
E02000101,9332,4641,4691,9162,170,121,140.38,66.47670608,49.73210459,50.26789541,98.17831119,1.821688813
E02000102,7787,3812,3975,7783,4,64,135.93,57.28683881,48.95338384,51.04661616,99.94863234,0.051367664
E02000103,8723,4311,4412,8705,18,94,177.2,49.2268623,49.42107073,50.57892927,99.79364897,0.206351026
E02000104,6767,3431,3336,6665,102,97,110.78,61.0850334,50.70193587,49.29806413,98.49268509,1.507314911
E02000105,9202,4809,4393,9160,42,94,137,67.16788321,52.26037818,47.73962182,99.54357748,0.456422517
E02000106,10217,5126,5091,10208,9,76,134.11,76.18372977,50.17128316,49.82871684,99.91191152,0.08808848
E02000107,10692,5509,5183,10625,67,64,95.47,111.9932963,51.5245043,48.4754957,99.37336326,0.626636738
E02000108,6584,3389,3195,6565,19,74,81.28,81.00393701,51.47326853,48.52673147,99.71142163,0.288578372
E02000109,9864,5185,4679,9693,171,83,194.09,50.82178371,52.5648824,47.4351176,98.26642336,1.733576642
E02000110,8087,4114,3973,8083,4,87,79.9,101.2140175,50.87176951,49.12823049,99.9505379,0.0494621
E02000111,9782,5059,4723,9696,86,114,112.78,86.73523674,51.7174402,48.2825598,99.12083419,0.879165815
E02000112,9432,5017,4415,9326,106,83,126.88,74.33795712,53.19126378,46.80873622,98.87616624,1.123833757
E02000113,9655,4615,5040,9655,0,79,148.37,65.07380198,47.79906784,52.20093216,100,0
E02000114,9010,4519,4491,8997,13,59,61.34,146.886208,50.15538291,49.84461709,99.85571587,0.144284129
E02000115,8340,4278,4062,8298,42,85,84.87,98.2679392,51.29496403,48.70503597,99.49640288,0.503597122
E02000116,8153,4087,4066,8146,7,57,109.64,74.36154688,50.12878695,49.87121305,99.91414203,0.085857966
E02000117,12013,5839,6174,11944,69,114,88.99,134.9926958,48.60567718,51.39432282,99.42562224,0.574377757
E02000118,9425,4923,4502,9419,6,104,123.39,76.38382365,52.23342175,47.76657825,99.93633952,0.063660477
E02000119,7248,3558,3690,7222,26,90,257.13,28.18807607,49.08940397,50.91059603,99.64128035,0.358719647
E02000120,9214,4541,4673,9204,10,61,50.61,182.0588816,49.28369872,50.71630128,99.8914695,0.108530497
E02000121,8933,4584,4349,8932,1,60,139.54,64.01748603,51.31534759,48.68465241,99.98880555,0.011194448
E02000122,8079,3901,4178,8063,16,146,120.24,67.19061876,48.28567892,51.71432108,99.80195569,0.198044312
E02000123,14719,7453,7266,14657,62,110,103.49,142.2263021,50.63523337,49.36476663,99.57877573,0.421224268
E02000124,10222,5088,5134,10168,54,110,109.65,93.22389421,49.77499511,50.22500489,99.47172765,0.528272354
E02000125,10815,5320,5495,10803,12,114,76.58,141.2248629,49.19093851,50.80906149,99.889043,0.110957004
E02000126,7775,3897,3878,7738,37,63,43.79,177.5519525,50.1221865,49.8778135,99.52411576,0.475884244
E02000127,8483,3915,4568,8435,48,73,222.54,38.11898984,46.15112578,53.84887422,99.43416244,0.565837557
E02000128,7294,3494,3800,7230,64,99,253.69,28.751626,47.90238552,52.09761448,99.12256649,0.877433507
E02000130,7914,3819,4095,7889,25,84,148.61,53.25348227,48.25625474,51.74374526,99.68410412,0.315895881
E02000131,8954,4413,4541,8894,60,63,176.66,50.68493151,49.28523565,50.71476435,99.32990842,0.670091579
E02000132,8567,4163,4404,8486,81,57,173.78,49.29796294,48.59343994,51.40656006,99.0545115,0.945488502
E02000133,9606,4600,5006,9403,203,285,597.69,16.07187673,47.88673746,52.11326254,97.88673746,2.113262544
E02000134,10773,5170,5603,10614,159,130,193.51,55.67154152,47.99034624,52.00965376,98.524088,1.475912002
E02000135,9734,4688,5046,9614,120,91,115.69,84.13864638,48.16108486,51.83891514,98.76720773,1.232792275
E02000136,5728,2724,3004,5323,405,96,455.89,12.5644344,47.55586592,52.44413408,92.92946927,7.070530726
E02000137,7826,3725,4101,7679,147,136,186.13,42.04588191,47.59775109,52.40224891,98.1216458,1.878354204
E02000138,7936,3838,4098,7927,9,147,208.45,38.07147997,48.36189516,51.63810484,99.88659274,0.113407258
E02000139,7284,3468,3816,7266,18,112,153.62,47.41570108,47.61120264,52.38879736,99.75288303,0.247116969
E02000140,8041,3751,4290,8041,0,65,188.72,42.60809665,46.64842681,53.35157319,100,0
E02000141,6940,3348,3592,6918,22,84,93.32,74.36776682,48.24207493,51.75792507,99.68299712,0.317002882
E02000142,8285,3961,4324,8075,210,150,177.97,46.5527898,47.8092939,52.1907061,97.46529873,2.534701267
E02000144,8681,4238,4443,8663,18,137,198.51,43.73079442,48.81926045,51.18073955,99.79265062,0.207349384
E02000145,8086,3756,4330,8076,10,65,1128.05,7.16812198,46.45065545,53.54934455,99.87632946,0.123670542
E02000146,8324,3988,4336,8170,154,103,180.36,46.15214016,47.90965882,52.09034118,98.14992792,1.850072081
E02000147,7969,3912,4057,7951,18,237,225.04,35.4114824,49.09022462,50.90977538,99.77412473,0.225875267
E02000148,6585,3161,3424,6554,31,118,280.68,23.46088072,48.00303721,51.99696279,99.52923311,0.470766894
E02000149,7708,3687,4021,7706,2,87,187.88,41.02618693,47.83341982,52.16658018,99.97405293,0.025947068
E02000150,8351,3991,4360,8235,116,170,307.72,27.13830755,47.79068375,52.20931625,98.6109448,1.389055203
E02000151,7574,3628,3946,7574,0,140,210.17,36.03749346,47.90071297,52.09928703,100,0
E02000152,6572,3128,3444,6561,11,61,257.31,25.54117601,47.59586123,52.40413877,99.83262325,0.16737675
E02000153,7755,3750,4005,7755,0,152,224.79,34.49886561,48.35589942,51.64410058,100,0
E02000154,7959,3876,4083,7917,42,149,208.63,38.148876,48.69958538,51.30041462,99.47229551,0.527704485
E02000155,6905,3338,3567,6905,0,75,181.73,37.99592803,48.34178132,51.65821868,100,0
E02000156,12094,5817,6277,12022,72,252,384.34,31.46693032,48.09823053,51.90176947,99.40466347,0.595336531
E02000157,7964,3826,4138,7964,0,147,244.75,32.53932584,48.04118533,51.95881467,100,0
E02000158,7364,3525,3839,7364,0,82,216.05,34.08470262,47.86800652,52.13199348,100,0
E02000159,6812,3278,3534,6812,0,165,588.62,11.57283137,48.12096301,51.87903699,100,0
E02000160,7856,3816,4040,7725,131,162,845.94,9.286710641,48.57433809,51.42566191,98.33248473,1.667515275
E02000161,8410,4066,4344,8378,32,129,171.9,48.9237929,48.34720571,51.65279429,99.61950059,0.380499405
E02000162,6693,3116,3577,6647,46,84,1276.02,5.245215592,46.55610339,53.44389661,99.31271478,0.687285223
E02000163,7650,3749,3901,7650,0,145,1130.68,6.765840025,49.00653595,50.99346405,100,0
E02000165,7045,3466,3579,7045,0,83,566.2,12.44259979,49.19801278,50.80198722,100,0
E02000166,7924,3689,4235,7916,8,146,302.39,26.20457026,46.55477032,53.44522968,99.89904089,0.100959112
E02000167,7944,3880,4064,7869,75,179,208.13,38.16845241,48.84189325,51.15810675,99.05589124,0.944108761
E02000168,8172,3928,4244,8040,132,101,68.06,120.070526,48.06656877,51.93343123,98.38472834,1.615271659
E02000169,7637,3665,3972,6981,656,144,112.26,68.0295742,47.99004845,52.00995155,91.41023962,8.589760377
E02000170,8338,4134,4204,8293,45,103,77.13,108.1032024,49.58023507,50.41976493,99.46030223,0.539697769
E02000171,7818,3791,4027,7789,29,103,52.14,149.9424626,48.49066257,51.50933743,99.62906114,0.370938859
E02000172,10147,4892,5255,9919,228,96,66.89,151.6968157,48.21129398,51.78870602,97.75303045,2.246969548
E02000173,7675,3759,3916,7565,110,90,77.87,98.56170541,48.9771987,51.0228013,98.56677524,1.433224756
E02000174,8714,4108,4606,8703,11,87,54.57,159.6848085,47.14252926,52.85747074,99.87376635,0.126233647
E02000175,8848,4272,4576,8846,2,70,69.16,127.9352227,48.28209765,51.71790235,99.97739602,0.022603978
E02000176,6373,3111,3262,6289,84,58,39.78,160.2061337,48.81531461,51.18468539,98.68193943,1.318060568
E02000177,8948,4242,4706,8863,85,96,52.36,170.8938121,47.40724184,52.59275816,99.05006705,0.949932946
E02000178,8857,4403,4454,8823,34,70,56.18,157.6539694,49.71209213,50.28790787,99.61612284,0.383877159
E02000179,6329,2980,3349,6305,24,93,38.25,165.4640523,47.08484753,52.91515247,99.62079317,0.379206826
E02000180,8202,4066,4136,7662,540,61,48.54,168.974042,49.57327481,50.42672519,93.41623994,6.583760059
E02000181,7708,3657,4051,7703,5,65,54.09,142.5032353,47.4442138,52.5557862,99.93513233,0.06486767
E02000182,6697,3100,3597,6638,59,127,79.78,83.9433442,46.28938331,53.71061669,99.11900851,0.880991489
E02000183,7913,3864,4049,7909,4,137,77.17,102.5398471,48.83103753,51.16896247,99.94945027,0.050549728
E02000184,8882,4342,4540,8726,156,79,66.48,133.6040915,48.88538617,51.11461383,98.24363882,1.75636118
E02000185,8290,3902,4388,8213,77,89,47.22,175.5612029,47.06875754,52.93124246,99.07117008,0.928829916
E02000186,6687,3449,3238,6491,196,98,100.33,66.65005482,51.57768805,48.42231195,97.06893973,2.931060266
E02000187,8155,3881,4274,8064,91,67,96.84,84.21106981,47.59043532,52.40956468,98.88412017,1.115879828
E02000188,8322,4250,4072,7939,383,64,50.79,163.8511518,51.06945446,48.93054554,95.39774093,4.602259072
E02000189,5944,2986,2958,5407,537,54,29.77,199.6640914,50.23553163,49.76446837,90.96567968,9.034320323
E02000190,7530,3738,3792,5914,1616,48,37.05,203.2388664,49.64143426,50.35856574,78.53917663,21.46082337
E02000191,7497,4008,3489,5545,1952,77,64.21,116.7575144,53.46138455,46.53861545,73.9629185,26.0370815
E02000192,7157,3771,3386,7021,136,61,43.24,165.5180389,52.68967444,47.31032556,98.09976247,1.90023753
E02000193,7630,4017,3613,7010,620,67,108.92,70.05141388,52.6474443,47.3525557,91.87418087,8.125819135
E02000194,8696,4249,4447,8536,160,81,139.2,62.47126437,48.86154554,51.13845446,98.1600736,1.839926403
E02000195,9152,4505,4647,9112,40,197,193.66,47.25808117,49.22421329,50.77578671,99.56293706,0.437062937
E02000196,7403,3628,3775,7366,37,122,122.62,60.37351166,49.00715926,50.99284074,99.50020262,0.499797379
E02000197,9094,4382,4712,9072,22,119,99.26,91.617973,48.18561689,51.81438311,99.75808225,0.241917748
E02000198,8070,3870,4200,8021,49,96,89.21,90.46071068,47.95539033,52.04460967,99.39281289,0.607187113
E02000199,8430,3966,4464,8423,7,116,86.28,97.70514604,47.04626335,52.95373665,99.91696323,0.083036773
E02000200,8294,4045,4249,8192,102,108,124.74,66.49029982,48.77019532,51.22980468,98.77019532,1.229804678
E02000201,8281,3995,4286,8281,0,84,85.91,96.39157258,48.24296583,51.75703417,100,0
E02000202,8548,4216,4332,8503,45,130,73.51,116.2834988,49.32147871,50.67852129,99.47356107,0.526438933
E02000203,7539,3649,3890,7494,45,61,77.36,97.45346432,48.40164478,51.59835522,99.40310386,0.59689614
E02000204,9407,4528,4879,9310,97,117,108.66,86.57279588,48.13436802,51.86563198,98.96885298,1.031147018
E02000206,9539,4631,4908,9399,140,73,146.11,65.28642803,48.54806583,51.45193417,98.53234092,1.467659084
E02000207,8999,4319,4680,8977,22,101,124.09,72.5199452,47.99422158,52.00577842,99.75552839,0.244471608
E02000208,9790,4740,5050,9645,145,87,87.54,111.8345899,48.41675179,51.58324821,98.51889683,1.481103166
E02000209,8414,4104,4310,8411,3,88,100.29,83.89669957,48.77584977,51.22415023,99.96434514,0.035654861
E02000210,8310,3980,4330,8300,10,86,77.51,107.2119726,47.89410349,52.10589651,99.87966306,0.120336943
E02000211,8000,3851,4149,8000,0,128,167.82,47.67012275,48.1375,51.8625,100,0
E02000212,8523,4202,4321,8522,1,87,124.15,68.65082561,49.30188901,50.69811099,99.98826704,0.011732958
E02000213,9551,4780,4771,9495,56,73,103.09,92.64720147,50.04711549,49.95288451,99.41367396,0.586326039
E02000214,6236,3116,3120,6219,17,101,103.09,60.49083325,49.96792816,50.03207184,99.72738935,0.272610648
E02000215,10518,5425,5093,10414,104,65,98.66,106.6085546,51.57824681,48.42175319,99.01121886,0.988781137
E02000216,6738,3332,3406,6622,116,110,218.68,30.8121456,49.45087563,50.54912437,98.2784209,1.721579104
E02000217,9688,4776,4912,9688,0,71,143.11,67.69617777,49.29810074,50.70189926,100,0
E02000218,6640,3098,3542,6640,0,126,113.8,58.34797891,46.65662651,53.34337349,100,0
E02000219,7686,3649,4037,7650,36,175,570.94,13.46201002,47.47593026,52.52406974,99.53161593,0.468384075
E02000220,9881,5075,4806,9509,372,69,149.56,66.06713025,51.36119826,48.63880174,96.23519887,3.764801133
E02000221,9820,4649,5171,9630,190,96,280.56,35.00142572,47.34215886,52.65784114,98.06517312,1.934826884
E02000222,7891,3919,3972,7806,85,102,186.13,42.3951002,49.66417438,50.33582562,98.92282347,1.07717653
E02000223,8371,3725,4646,8371,0,61,96.16,87.05282862,44.49886513,55.50113487,100,0
E02000224,7684,3813,3871,7646,38,90,128.07,59.99843835,49.6225924,50.3774076,99.5054659,0.494534097
E02000225,7535,3543,3992,7534,1,64,163.12,46.19298676,47.02057067,52.97942933,99.9867286,0.0132714
E02000226,7539,3740,3799,7350,189,157,328.15,22.97424958,49.60870142,50.39129858,97.49303621,2.506963788
E02000227,11411,5380,6031,11411,0,145,459.98,24.80760033,47.14748926,52.85251074,100,0
E02000228,7609,3704,3905,7539,70,190,312.96,24.31301125,48.67919569,51.32080431,99.0800368,0.919963201
E02000229,6374,2990,3384,6315,59,40,132,48.28787879,46.90931911,53.09068089,99.07436461,0.925635394
E02000230,10045,4929,5116,9745,300,189,261.46,38.4188786,49.06918865,50.93081135,97.01343952,2.986560478
E02000231,7685,3795,3890,7441,244,286,336.25,22.85501859,49.38191282,50.61808718,96.82498373,3.175016265
E02000232,6207,2983,3224,6178,29,98,437.14,14.19911241,48.05864347,51.94135653,99.53278556,0.467214435
E02000233,6135,2955,3180,5977,158,73,158.66,38.66759108,48.16625917,51.83374083,97.42461288,2.575387123
E02000234,8023,3897,4126,7980,43,111,311.05,25.79328082,48.57285305,51.42714695,99.46404088,0.535959118
E02000235,6968,3354,3614,6900,68,142,539.57,12.91398706,48.13432836,51.86567164,99.02411022,0.975889782
E02000236,7659,3743,3916,7631,28,121,357.47,21.42557417,48.87060974,51.12939026,99.63441703,0.365582974
E02000237,7475,3556,3919,7455,20,107,494.95,15.10253561,47.57190635,52.42809365,99.73244147,0.267558528
E02000238,9500,4865,4635,9381,119,112,152.31,62.37279233,51.21052632,48.78947368,98.74736842,1.252631579
E02000239,9000,4563,4437,9000,0,100,235.5,38.21656051,50.7,49.3,100,0
E02000240,10265,4954,5311,10265,0,99,172.8,59.40393519,48.26108134,51.73891866,100,0
E02000241,6639,3288,3351,6639,0,59,130.51,50.86966516,49.52553095,50.47446905,100,0
E02000242,6763,3527,3236,6763,0,68,88.85,76.11705121,52.1514121,47.8485879,100,0
E02000243,8509,4286,4223,8467,42,90,284.6,29.8981026,50.37019626,49.62980374,99.50640498,0.493595017
E02000244,7172,3667,3505,7172,0,88,179.67,39.91762676,51.12939208,48.87060792,100,0
E02000245,8156,3927,4229,8144,12,78,165.54,49.26905884,48.14860226,51.85139774,99.85286905,0.147130947
E02000246,8748,4293,4455,8748,0,84,205.74,42.51968504,49.07407407,50.92592593,100,0
E02000247,10308,4952,5356,10090,218,103,139.81,73.72863171,48.040357,51.959643,97.88513776,2.114862243
E02000248,7334,3643,3691,7334,0,71,172.68,42.47162381,49.67275702,50.32724298,100,0
E02000249,7721,3842,3879,7678,43,84,127.83,60.40053196,49.76039373,50.23960627,99.44307732,0.556922678
E02000250,6487,3093,3394,6367,120,146,99.78,65.01302866,47.67997534,52.32002466,98.15014645,1.849853553
E02000251,7944,4008,3936,7944,0,113,94.57,84.0012689,50.45317221,49.54682779,100,0
E02000252,9706,5073,4633,9647,59,76,319.64,30.36541109,52.26663919,47.73336081,99.39212858,0.60787142
E02000253,9632,4615,5017,9565,67,105,115.61,83.31459216,47.91320598,52.08679402,99.30440199,0.695598007
E02000254,8949,4542,4407,8827,122,117,104.1,85.96541787,50.75427422,49.24572578,98.63671919,1.363280813
E02000255,9465,4583,4882,9329,136,170,154.85,61.12366807,48.42049657,51.57950343,98.56312731,1.436872689
E02000256,8861,4381,4480,8651,210,181,109.64,80.81904414,49.44137231,50.55862769,97.63006433,2.369935673
E02000257,13509,6703,6806,13210,299,186,218.11,61.93663748,49.61877267,50.38122733,97.78666074,2.213339255
E02000258,6730,3413,3317,6659,71,55,103.26,65.17528569,50.71322437,49.28677563,98.94502229,1.054977712
E02000259,6276,3045,3231,6275,1,132,127.8,49.10798122,48.51816444,51.48183556,99.98406628,0.015933716
E02000260,8710,4500,4210,8532,178,82,108.64,80.1730486,51.66475316,48.33524684,97.95637199,2.043628014
E02000261,10766,5272,5494,10752,14,114,130.46,82.52337881,48.96897641,51.03102359,99.86996099,0.130039012
E02000262,8925,4456,4469,8755,170,83,70.74,126.1662426,49.92717087,50.07282913,98.0952381,1.904761905
E02000263,11637,6173,5464,11575,62,99,123.52,94.21146373,53.04631778,46.95368222,99.46721664,0.532783363
